class.name.phs,ibase,idss,idiff
LOAD.TRIP_LOAD_684_A_25.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_25.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_26.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_26.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_27.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_27.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_28.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_28.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_29.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_29.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_30.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_30.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_31.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_31.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_32.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_32.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_33.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_33.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_34.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_34.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_35.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_35.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_36.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_36.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_37.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_37.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_38.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_38.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_39.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_39.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_40.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_684_A_40.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_1.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_1.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_2.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_2.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_3.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_3.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_4.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_4.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_5.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_5.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_6.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_6.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_7.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_7.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_8.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_8.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_9.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_9.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_10.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_10.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_11.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_11.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_12.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_12.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_13.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_13.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_14.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_14.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_15.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_15.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_16.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_16.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_17.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_17.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_18.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_18.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_19.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_19.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_20.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_20.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_21.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_21.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_22.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_22.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_23.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_23.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_24.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_24.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_25.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_25.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_26.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_26.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_27.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_27.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_28.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_28.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_29.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_29.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_30.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_30.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_31.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_31.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_32.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_32.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_33.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_33.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_34.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_34.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_35.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_35.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_36.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_36.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_37.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_37.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_38.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_38.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_39.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_39.2,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_40.1,0.311,1.033,0.722
LINE.TRIP_LINE_671_A_H_40.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_1.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_1.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_2.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_2.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_3.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_3.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_4.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_4.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_5.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_5.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_6.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_6.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_7.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_7.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_8.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_8.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_9.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_9.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_10.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_10.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_11.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_11.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_12.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_12.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_13.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_13.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_14.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_14.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_15.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_15.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_16.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_16.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_17.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_17.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_18.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_18.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_19.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_19.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_20.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_20.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_21.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_21.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_22.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_22.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_23.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_23.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_24.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_24.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_25.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_25.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_26.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_26.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_27.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_27.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_28.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_28.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_29.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_29.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_30.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_30.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_31.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_31.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_32.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_32.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_33.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_33.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_34.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_34.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_35.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_35.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_36.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_36.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_37.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_37.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_38.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_38.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_39.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_39.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_40.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_671_A_40.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_1.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_1.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_2.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_2.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_3.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_3.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_4.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_4.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_5.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_5.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_6.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_6.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_7.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_7.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_8.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_8.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_9.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_9.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_10.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_10.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_11.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_11.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_12.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_12.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_13.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_13.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_14.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_14.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_15.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_15.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_16.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_16.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_17.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_17.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_18.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_18.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_19.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_19.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_20.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_20.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_21.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_21.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_22.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_22.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_23.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_23.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_24.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_24.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_25.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_25.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_26.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_26.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_27.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_27.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_28.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_28.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_29.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_29.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_30.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_30.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_31.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_31.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_32.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_32.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_33.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_33.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_34.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_34.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_35.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_35.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_36.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_36.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_37.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_37.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_38.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_38.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_39.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_39.2,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_40.1,0.311,1.033,0.722
LINE.TRIP_LINE_692_A_H_40.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_1.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_1.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_2.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_2.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_3.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_3.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_4.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_4.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_5.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_5.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_6.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_6.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_7.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_7.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_8.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_8.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_9.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_9.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_10.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_10.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_11.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_11.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_12.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_12.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_13.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_13.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_14.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_14.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_15.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_15.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_16.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_16.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_17.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_17.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_18.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_18.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_19.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_19.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_20.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_20.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_21.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_21.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_22.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_22.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_23.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_23.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_24.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_24.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_25.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_25.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_26.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_26.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_27.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_27.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_28.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_28.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_29.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_29.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_30.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_30.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_31.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_31.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_32.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_32.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_33.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_33.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_34.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_34.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_35.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_35.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_36.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_36.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_37.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_37.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_38.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_38.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_39.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_39.2,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_40.1,0.311,1.033,0.722
LOAD.TRIP_LOAD_692_A_40.2,0.311,1.033,0.722
LINE.TRIP_LINE_611_C_H_1.1,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_1.2,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_2.1,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_2.2,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_3.1,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_3.2,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_4.1,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_4.2,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_5.1,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_5.2,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_6.1,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_6.2,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_7.1,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_7.2,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_8.1,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_8.2,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_9.1,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_9.2,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_10.1,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_10.2,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_11.1,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_11.2,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_12.1,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_12.2,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_13.1,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_13.2,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_14.1,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_14.2,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_15.1,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_15.2,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_16.1,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_16.2,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_17.1,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_17.2,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_18.1,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_18.2,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_19.1,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_19.2,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_20.1,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_20.2,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_21.1,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_21.2,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_22.1,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_22.2,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_23.1,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_23.2,0.312,1.035,0.723
LINE.TRIP_LINE_611_C_H_24.1,0.312,1.035,0.723
